Company,Time,Financial Distress,CLASS,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
4,5,0.44662,0,1.086,0.080419,0.57018,0.66855,0.1124,0.048281,0.33217,0.12029,0.1871,0.067581,0.60966,2.4925,0.42982,1.3266,5.3558,0.16812,1.2398,0.052728,0.067448,0.093926,1.0966,2.2419,0.24094,0.56138,264.81,12.887,13.847,-0.046601,0.008807,0.18647,26.873,0.27892,0.98455,1.6334,67.217,0.13191,0.02049,0.078869,0.019147,0.29821,1.5554,0.73143,1.4413,0.26967,0.11233,0.14104,1.3418,1415.3,1.3061,0.75906,12.484,0.21949,0.16108,466.74,0.26778,0.40931,-0.11722,-0.013775,-0.020604,0.12405,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,12,0.22253,32,48
4,6,1.2394,0,1.19,0.12238,0.5663,0.78135,0.20811,0.10594,0.29836,0.15662,0.28217,0.11649,0.66341,4.5916,0.4337,1.3057,8.6687,0.26634,1.2036,0.052622,0.058007,0.094396,1.1778,3.18,0.32836,0.55746,469.21,13.039,7.3752,0.16437,0.008833,0.16633,12.175,0.21287,0.9844,1.7921,41.529,0.18447,0.020367,0.067348,0.36082,0.24571,1.8016,0.77188,1.7651,0.49807,0.24427,0.2161,1.3184,1662.9,1.2854,0.67164,12.792,0.30299,0.25656,745.83,0.27847,0.436,-0.040633,-0.0027169,-0.0034771,0.31311,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,12,0.44662,33,49
4,7,1.7741,0,1.8267,0.26758,0.35965,1.0297,0.27086,0.28859,0.45172,0.25986,0.41787,0.32207,0.63767,11.998,0.64035,0.56164,7.8692,0.26304,1.443,0.014758,0.021924,0.042276,1.6148,3.6826,0.34124,0.34908,1029.7,13.043,3.5681,0.0037014,0.010574,0.15768,6.9232,0.15313,0.9706,2.1905,45.748,0.41963,0.016513,0.014332,0.32274,0.27961,1.608,1.1946,2.2901,0.95697,0.45067,0.74401,0.56575,2464.3,0.54513,0.65876,13.072,0.29084,0.35138,890.48,0.37395,0.47008,0.14222,0.0,0.0,0.098636,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,12,1.2394,34,50
4,8,0.72655,0,1.7263,0.19411,0.3838,0.86503,0.25093,0.2469,0.4611,0.2244,0.31502,0.36453,0.58683,148.18,0.6162,0.62286,8.5602,0.29008,1.3486,0.043975,0.0019576,0.12937,1.4741,2.4106,0.36353,0.33992,944.73,13.278,3.5035,0.26471,0.043881,0.15674,11.139,0.1812,0.88567,2.1188,42.055,0.33078,0.071213,0.050837,0.062444,0.35885,1.4038,-0.082546,1.7171,0.54093,0.40069,0.50576,0.62653,2999.0,0.55165,0.63647,13.133,0.31995,0.31446,953.22,-0.04305,0.40826,0.6231,0.0,0.0,0.25944,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,12,1.7741,35,51
4,9,0.8559,0,1.5447,0.19438,0.37819,0.77048,0.21684,0.20037,0.39513,0.25229,0.3126,0.24975,0.56818,92.486,0.62181,0.60821,7.4631,0.28144,1.2883,0.03359,0.0030431,0.091321,1.356,1.9552,0.35862,0.36782,565.47,13.456,3.8454,0.19546,0.010373,0.14534,22.636,0.18863,0.97257,2.0087,48.238,0.34211,0.016681,0.043596,0.064787,0.39407,1.2391,0.19711,1.5779,0.49327,0.32223,0.51397,0.61112,1808.9,0.59153,0.64138,13.195,0.31112,0.27631,967.51,0.089713,0.38357,0.31278,0.00078059,0.0010131,0.15589,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,12,0.72655,36,52
4,10,1.4163,0,2.1297,0.12151,0.3346,0.81157,0.16804,0.35976,0.63328,0.14972,0.18261,0.29114,0.67821,13.253,0.6654,0.50285,4.6793,0.20705,1.2524,0.020363,0.015624,0.063945,1.1966,2.8809,0.28717,0.31845,357.21,13.467,2.2559,0.010532,0.016154,0.20166,15.9,0.24849,0.95172,1.7569,76.935,0.17916,0.024276,0.025091,0.064427,0.28171,1.2197,-0.3683,2.362,0.43133,0.54067,0.36315,0.50502,1956.1,0.47858,0.71283,13.258,0.23412,0.23306,1029.8,-0.22572,0.46193,-0.2776,0.0,0.0,0.26502,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,22.0,100.0,100.0,100.0,17.125,14.5,-7.0,12,0.8559,37,53
4,12,0.86188,0,1.9022,0.21737,0.36024,0.9797,0.29364,0.32087,0.78257,0.22187,0.33977,0.31619,0.6765,13.815,0.63976,0.5631,4.2073,0.29973,1.9955,0.031376,0.021696,0.088226,1.4482,3.0629,0.3326,0.35563,1245.6,14.134,3.0533,0.2515,0.0046094,0.27831,21.732,0.28408,0.9872,2.99,85.566,0.32131,0.0072049,0.032026,0.40339,0.31986,1.5314,0.14221,2.0001,0.67957,0.50155,0.60339,0.56437,3665.9,0.55589,0.6674,14.114,0.3115,0.32585,2131.8,0.066383,0.32765,0.28938,0.0,0.0,0.22203,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,34.7,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,-20.2,12,1.8118,39,55
4,13,1.0964,0,2.0867,0.16606,0.31573,0.90574,0.23381,0.33887,0.86546,0.18335,0.24269,0.30473,0.65071,11.075,0.68427,0.46141,3.6752,0.25814,1.7406,0.0090174,0.023308,0.028917,1.3919,2.6254,0.3066,0.31184,469.68,14.162,2.6728,0.028289,0.0038907,0.26988,15.559,0.29797,0.98768,2.5103,97.954,0.2552,0.0056859,0.0099558,-0.049333,0.345,1.3237,-0.21441,1.9834,0.48135,0.49523,0.52597,0.463,1935.3,0.45572,0.6934,14.063,0.27851,0.2777,2065.9,-0.12008,0.36081,0.10909,0.0,0.0,0.2451,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,22.0,22.0,6.4,12,0.86188,40,56
4,14,1.277,0,3.1096,0.13363,0.21635,0.70654,0.17303,0.44608,1.2587,0.18914,0.17053,0.3926,0.65753,57.872,0.78365,0.27607,3.7567,0.2449,1.3503,0.06494,0.0042318,0.30712,1.0745,2.0903,0.31752,0.21145,373.2,14.149,1.5839,-0.012581,0.0048992,0.26614,7.4763,0.37668,0.97736,1.9785,95.829,0.20324,0.0062517,0.091912,-0.22975,0.33801,0.90159,-0.20542,2.3184,0.39535,0.56923,0.61768,0.2769,2188.5,0.26982,0.68248,13.802,0.28408,0.22434,1758.6,-0.11447,0.35712,-0.032566,0.0,0.0,0.24307,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,227.5,214.5,21.0,20.5,8.6,12,1.0964,41,57
5,2,0.0038233,0,1.1486,0.1512,0.78187,0.72707,0.19198,0.11208,0.48278,0.20795,0.69316,0.011331,0.86633,22.293,0.21813,3.5845,3.0584,0.26405,1.1909,0.029533,0.011845,0.039155,0.83924,7.455,0.31122,0.75426,994.75,14.09,6.4872,0.14605,0.027615,0.36414,65.593,0.50083,0.96468,1.729,117.71,0.17452,0.1266,0.040619,0.15276,0.097527,3.3332,0.46359,2.2366,1.5503,0.51381,0.19338,3.6079,1435.1,3.4579,0.68878,13.771,0.28187,0.22628,417.22,0.18818,0.4205,0.14099,-0.0071149,-0.0097858,0.18303,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,23,0.07455,13,38
5,3,0.19598,0,1.1069,0.14045,0.80683,0.49922,0.1173,0.081653,0.44606,0.28134,0.72707,0.00057813,0.84552,18.437,0.19317,4.1767,2.3402,0.23496,0.8731,0.028775,0.012744,0.03767,0.59044,4.006,0.28242,0.76387,928.84,14.501,6.114,0.50779,0.04296,0.34073,2.329,0.68252,0.94675,1.2167,153.83,0.16611,0.22239,0.057639,0.035289,0.12462,2.5843,0.40063,1.5501,1.127,0.42269,0.17408,4.2172,1277.5,3.9543,0.71758,13.806,0.25226,0.14099,421.47,0.16688,0.4103,0.92664,-0.005502,-0.011021,0.15185,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,120.87,36.07,35.273,17.0,15.0,-0.2,23,0.0038233,14,39
5,4,0.95538,0,1.0243,0.10278,0.84027,0.45182,0.073896,0.019752,0.45144,0.22748,0.64343,0.022358,0.83092,2.116,0.15973,5.2604,1.763,0.16355,1.0596,0.051077,0.077293,0.062968,0.54375,3.9458,0.18837,0.81117,900.92,14.782,22.875,0.32547,0.0291,0.36619,2.8474,0.81049,0.96537,1.3055,204.19,0.12369,0.18218,0.11305,0.1996,0.11451,2.8285,-0.030059,1.395,0.89757,0.12365,0.12232,5.2994,1400.2,5.0782,0.81163,13.988,0.18908,0.085108,505.59,-0.015259,0.34607,0.21791,0.0022816,0.0050499,0.12165,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,23,0.19598,15,40
5,5,1.6764,0,1.1074,0.067822,0.82447,0.43839,0.0012902,0.08612,0.63442,0.15471,0.38638,0.077654,0.88778,0.039941,0.17553,4.6969,1.234,0.002943,1.3898,0.031741,0.073685,0.039594,0.49381,7.2144,0.087482,0.80166,834.41,15.121,5.0904,0.40353,0.022808,0.50858,9.3846,1.1601,0.97234,1.5231,291.74,0.076395,0.12994,0.072404,0.36183,0.060766,2.4975,-0.073828,2.8887,1.1161,0.49062,0.082261,4.7189,2159.6,4.567,0.91252,14.297,0.01835,0.038351,793.94,-0.038329,0.28783,-0.25518,-0.0036525,-0.0083316,0.051415,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,23,0.95538,16,41
5,6,2.5348,0,1.0481,0.077902,0.81324,0.44515,0.029445,0.038559,0.59741,0.175,0.41713,0.10869,0.83998,1.0419,0.18676,4.3545,1.5467,0.066147,1.3401,0.03013,0.063488,0.037595,0.52996,8.8689,0.12918,0.80142,1201.6,15.347,11.545,0.25367,0.011819,0.47878,15.013,1.0755,0.98547,1.5389,232.75,0.092743,0.063283,0.067684,0.27301,0.050192,2.3836,0.44001,3.7209,1.5521,0.20646,0.095792,4.3666,2880.6,4.2912,0.87082,14.538,0.079631,0.057506,1456.7,0.18033,0.28927,0.035527,-0.0052244,-0.011736,0.076651,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,23,1.6764,17,42
5,7,4.7068,0,1.0657,0.1069,0.78535,0.50942,0.067353,0.050888,0.57583,0.20984,0.49802,0.14552,0.8255,3.6061,0.21465,3.6588,1.8804,0.13222,1.3729,0.022522,0.036665,0.029075,0.61711,11.587,0.20651,0.77461,1862.1,15.469,10.011,0.12937,0.010741,0.44604,13.722,0.87559,0.98632,1.7302,191.45,0.1295,0.05004,0.044211,0.29242,0.043964,2.3733,0.54973,4.8823,2.4315,0.23708,0.13611,3.6663,3739.0,3.6088,0.79349,14.795,0.1431,0.1052,1982.2,0.2156,0.29443,-0.010769,-0.028224,-0.055403,0.12418,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,23,2.5348,18,43
5,8,6.4706,0,1.2029,0.16304,0.67168,0.57554,0.17889,0.1343,0.74038,0.28328,0.49659,0.26144,0.79612,11.127,0.32832,2.0458,2.0601,0.31082,1.3905,0.016092,0.027934,0.024314,0.72293,12.167,0.33558,0.66183,2935.4,15.502,4.2857,0.03356,0.0098494,0.49001,9.882,0.85138,0.98534,2.0927,174.75,0.20479,0.029999,0.027959,0.16772,0.047302,1.753,0.57639,6.9409,3.4468,0.40904,0.24274,2.0475,5911.1,2.0158,0.66442,14.95,0.32017,0.19314,2299.3,0.22372,0.27502,0.11203,0.0,0.0,0.16955,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,23,4.7068,19,44
5,9,5.205,0,1.1537,0.15748,0.68057,0.43943,0.18575,0.10293,0.81858,0.35838,0.49301,0.26931,0.77245,6.8154,0.31943,2.1306,1.1709,0.4227,1.2781,0.019215,0.062022,0.028699,0.56888,10.216,0.41016,0.66952,3783.8,15.791,4.2691,0.33454,0.011057,0.54806,12.603,1.2472,0.98375,2.1668,307.45,0.20387,0.034615,0.043727,0.018921,0.043015,1.3757,0.28903,7.426,3.6611,0.32224,0.23139,2.1323,7674.8,2.096,0.58984,14.968,0.43196,0.18024,2342.8,0.12627,0.2028,0.21358,0.0,0.0,0.17368,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,23,6.4706,20,45
5,10,0.59028,0,1.2163,0.10466,0.60632,0.2889,0.12945,0.12832,0.9461,0.36228,0.26585,0.19685,0.72165,2.4889,0.39368,1.5401,0.73237,0.44808,1.2168,0.021568,0.18003,0.036352,0.40033,7.1016,0.41255,0.59332,2767.3,15.886,2.2513,0.10046,0.012997,0.56135,12.32,1.9431,0.97856,2.0713,491.55,0.14503,0.033015,0.074658,-0.27651,0.04068,0.73384,-0.26864,9.6774,2.5728,0.32596,0.17262,1.5425,10409.0,1.5071,0.58745,14.645,0.46077,0.11918,1657.0,-0.15516,0.13948,0.040745,0.0,0.0,0.12738,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,22.0,100.0,100.0,100.0,17.125,14.5,-7.0,23,5.205,21,46
